user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn
462,12/07/2023,Standard,399,17.7,5,4,2,36,Yes
463,08/09/2024,Standard,399,8.1,7,0,35,5,Yes
464,14/05/2023,Basic,199,13.4,0,2,2,58,No
465,22/12/2024,Standard,399,23,5,0,12,1,Yes
466,09/11/2024,Basic,199,21.2,5,0,8,23,No
467,23/03/2024,Standard,399,8.7,5,1,7,10,No
468,20/09/2024,Premium,699,16.4,2,5,32,35,No
469,29/10/2023,Standard,399,16.8,2,3,15,19,No
470,22/11/2023,Basic,199,18.4,6,4,12,2,Yes
471,21/03/2023,Premium,699,16.2,1,3,15,9,Yes
472,26/12/2024,Basic,199,24.6,2,5,23,56,No
473,25/12/2023,Premium,699,11.4,4,1,22,15,No
474,20/06/2023,Standard,399,18.2,0,3,7,28,No
475,05/05/2024,Standard,399,22.1,5,4,32,24,Yes
476,25/09/2023,Premium,699,4.5,1,0,15,18,Yes
477,06/04/2023,Basic,199,8.9,6,1,5,46,Yes
478,20/03/2024,Standard,399,17.8,6,5,31,10,No
479,07/07/2024,Basic,199,3,3,1,4,26,No
480,17/05/2024,Standard,399,7.8,1,0,19,25,No
481,02/10/2024,Basic,199,9.3,6,0,4,18,No
482,25/03/2023,Premium,699,5.4,0,1,31,10,No
483,29/09/2023,Standard,399,8.1,6,3,8,31,No
484,15/02/2023,Basic,199,10,5,3,35,23,Yes
485,14/12/2024,Standard,399,11.9,3,2,29,36,Yes
486,26/08/2024,Premium,699,2.6,5,4,7,26,Yes
487,04/12/2024,Basic,199,2,6,4,36,26,Yes
488,05/02/2023,Standard,399,12.2,1,3,16,57,No
489,27/06/2023,Premium,699,20.1,2,0,34,60,No
490,30/11/2024,Basic,199,20.3,2,0,14,27,Yes
491,10/03/2023,Standard,399,24.9,2,4,13,16,Yes
492,14/04/2024,Basic,199,14.1,8,2,25,54,Yes
493,25/08/2024,Basic,199,19.7,1,3,34,9,Yes
494,19/12/2023,Premium,699,23.2,1,2,7,55,Yes
495,26/06/2023,Standard,399,9.9,7,4,17,38,Yes
496,06/12/2023,Standard,399,4,6,0,26,25,No
497,12/12/2023,Premium,699,1.7,7,2,16,57,Yes
498,22/08/2023,Standard,399,7.4,7,5,20,43,Yes
499,11/09/2024,Basic,199,24.4,7,2,20,17,No
500,12/06/2024,Premium,699,5.1,3,3,6,47,Yes
501,18/02/2024,Standard,399,13.1,2,0,4,19,No
502,25/07/2023,Basic,199,22,0,1,34,12,No
503,13/01/2024,Basic,199,1.3,0,2,16,45,Yes
504,15/05/2024,Standard,399,10.2,1,5,33,1,Yes
505,17/06/2023,Premium,699,4.9,7,4,29,35,Yes
506,08/08/2023,Standard,399,7.5,6,0,6,10,No
507,29/11/2024,Basic,199,17.1,4,5,15,26,Yes
508,16/09/2023,Basic,199,22.8,2,4,31,51,Yes
509,24/12/2023,Premium,699,18,4,3,20,57,Yes
510,11/02/2024,Standard,399,5.8,4,5,17,33,No
511,17/10/2023,Premium,699,0.7,5,4,7,41,Yes
512,11/10/2023,Standard,399,12.3,5,2,7,40,Yes
513,06/09/2024,Standard,399,5.1,8,1,20,57,Yes
514,23/09/2023,Standard,399,17.2,0,5,21,31,No
515,14/07/2023,Standard,399,10,0,4,26,45,No
516,24/06/2023,Standard,399,17.3,7,5,15,22,Yes
517,26/07/2024,Premium,699,4.9,1,3,36,8,No
518,11/11/2023,Basic,199,16.5,3,2,22,14,No
519,24/02/2023,Standard,399,9.6,4,3,22,54,Yes
520,26/01/2024,Premium,699,12.1,3,4,5,7,No
521,06/08/2024,Premium,699,10.6,2,1,20,12,No
522,01/07/2023,Standard,399,8.3,2,0,10,31,Yes
523,13/08/2024,Standard,399,0.6,4,1,4,48,No
524,15/03/2024,Basic,199,19.7,1,1,32,39,No
525,18/01/2024,Standard,399,24.2,6,0,28,2,No
526,03/10/2024,Basic,199,19,8,1,21,1,No
527,30/05/2024,Premium,699,6,5,2,16,8,Yes
528,16/06/2024,Premium,699,4.6,0,2,20,60,Yes
529,12/07/2023,Premium,699,8.8,2,2,34,57,Yes
530,23/01/2023,Basic,199,1,3,5,26,8,Yes
531,20/01/2024,Premium,699,4.6,5,5,33,41,Yes
532,31/10/2024,Premium,699,19.4,0,4,17,3,No
533,16/09/2023,Basic,199,17.4,6,3,4,24,Yes
534,09/11/2024,Standard,399,5.5,0,2,10,26,No
535,07/06/2024,Premium,699,15.8,2,3,18,53,No
536,27/09/2023,Premium,699,7.4,1,3,8,12,No
537,23/05/2024,Premium,699,9.3,6,2,13,10,Yes
538,24/04/2023,Basic,199,8.6,0,0,31,42,Yes
539,14/04/2023,Premium,699,4.2,1,4,32,4,No
540,28/06/2023,Standard,399,11.7,4,2,15,29,Yes
541,16/02/2023,Basic,199,9.3,5,3,19,47,Yes
542,28/09/2024,Basic,199,16.8,2,2,9,22,No
543,12/04/2024,Standard,399,9.6,5,1,6,7,No
544,20/06/2023,Standard,399,17.4,7,3,25,41,No
545,27/08/2024,Basic,199,17.6,0,1,9,6,No
546,01/12/2024,Standard,399,4.9,6,2,29,39,Yes
547,17/02/2023,Premium,699,12.3,7,0,9,56,Yes
548,13/08/2024,Basic,199,16.5,0,5,17,55,No
549,25/09/2024,Premium,699,24.5,5,4,15,33,Yes
550,18/10/2024,Basic,199,16.7,3,3,28,22,No
551,10/06/2023,Standard,399,21.1,8,4,10,3,Yes
552,04/09/2023,Premium,699,21.4,2,0,31,48,No
553,29/08/2023,Standard,399,1.7,3,4,18,41,Yes
554,20/11/2023,Basic,199,11.4,7,0,30,54,Yes
555,24/07/2024,Basic,199,18.8,0,0,32,25,No
556,18/11/2024,Premium,699,20.7,4,4,1,35,Yes
557,27/07/2024,Standard,399,9.4,0,1,22,54,No
558,05/11/2024,Premium,699,18.1,5,5,31,28,Yes
559,19/04/2023,Basic,199,8.9,4,4,1,33,Yes
560,12/07/2023,Basic,199,12.6,6,0,11,16,No
561,29/02/2024,Basic,199,5.8,3,5,26,21,Yes
562,31/05/2024,Basic,199,19.4,7,3,8,42,Yes
563,22/08/2024,Basic,199,0.6,0,4,32,59,Yes
564,12/05/2023,Standard,399,19.6,2,5,33,37,Yes
565,15/09/2024,Basic,199,16.6,5,4,25,56,Yes
566,22/05/2023,Premium,699,7.2,5,2,16,28,No
567,20/07/2024,Standard,399,7.8,8,2,33,45,Yes
568,16/05/2023,Premium,699,5.4,4,5,14,22,No
569,29/07/2024,Premium,699,12.8,5,5,12,7,No
570,14/01/2023,Standard,399,17,8,2,27,56,No
571,01/10/2023,Premium,699,1.1,2,0,7,42,Yes
572,28/07/2023,Basic,199,17.2,2,0,19,44,No
573,29/07/2024,Premium,699,9.3,7,0,3,39,No
574,18/02/2023,Basic,199,10,8,5,36,18,No
575,15/09/2023,Standard,399,10.7,5,4,25,3,Yes
576,21/07/2023,Basic,199,20.8,5,4,29,34,Yes
577,27/06/2023,Premium,699,7.7,2,5,13,4,Yes
578,14/05/2023,Premium,699,3.4,0,3,33,17,Yes
579,07/06/2023,Basic,199,0.6,7,5,17,59,Yes
580,02/01/2024,Standard,399,19.5,4,3,4,50,Yes
581,13/06/2023,Basic,199,13.4,2,4,21,4,No
582,10/11/2024,Standard,399,13.7,1,2,35,14,No
583,28/07/2024,Standard,399,9.3,3,4,22,33,Yes
584,20/09/2024,Premium,699,3.3,5,3,1,15,No
585,27/04/2023,Premium,699,24,5,3,16,58,No
586,19/01/2024,Standard,399,13.7,4,0,17,58,No
587,25/11/2023,Premium,699,11.4,0,2,33,57,No
588,09/03/2023,Premium,699,23.7,2,4,6,34,Yes
589,20/12/2024,Basic,199,21.7,6,0,14,13,No
590,15/04/2024,Premium,699,16.3,1,5,28,43,Yes
591,25/07/2024,Premium,699,1.4,1,0,22,11,No
592,19/03/2024,Basic,199,22.8,6,3,15,28,Yes
593,25/09/2024,Standard,399,10,1,4,2,0,No
594,24/10/2023,Basic,199,17.7,1,2,3,59,Yes
595,07/11/2024,Premium,699,15.4,4,3,20,24,Yes
596,12/07/2024,Basic,199,4.3,3,1,31,47,Yes
597,25/05/2023,Standard,399,7.8,5,0,10,35,No
598,09/11/2023,Basic,199,0.6,6,4,3,35,Yes
599,23/09/2024,Basic,199,5.7,8,1,23,10,Yes
600,16/03/2023,Standard,399,3.3,0,4,13,29,Yes
601,05/12/2023,Standard,399,6.6,3,5,5,37,Yes
602,18/07/2023,Standard,399,16.9,3,0,9,18,No
603,03/08/2024,Standard,399,11.5,4,5,32,37,Yes
604,15/08/2023,Standard,399,24,2,0,21,20,No
605,06/05/2024,Premium,699,7.3,5,1,28,43,No
606,23/10/2024,Standard,399,9.3,4,3,29,35,Yes
607,03/10/2024,Premium,699,21.1,2,4,6,12,Yes
608,15/08/2024,Basic,199,22.4,8,5,5,1,No
609,06/07/2024,Standard,399,22.7,8,2,14,34,No
610,18/05/2023,Standard,399,9.5,3,4,10,46,No
611,02/09/2023,Standard,399,13,6,2,33,32,Yes
612,02/08/2024,Premium,699,19.1,2,3,11,10,Yes
613,14/05/2024,Premium,699,18.5,7,2,10,2,Yes
614,05/01/2024,Basic,199,7,3,0,5,42,Yes
615,21/12/2024,Standard,399,23,0,0,31,41,Yes
616,21/01/2024,Premium,699,21,4,4,18,34,Yes
617,17/08/2023,Premium,699,9.4,1,4,25,16,No
618,10/09/2024,Premium,699,9.1,5,3,26,50,Yes
619,20/10/2024,Basic,199,22.1,7,1,33,14,Yes
620,02/05/2023,Standard,399,4.2,2,2,14,38,Yes
621,05/05/2024,Premium,699,10.7,5,5,15,7,Yes
622,10/08/2024,Standard,399,15,6,0,14,15,Yes
623,27/02/2023,Premium,699,3.8,8,0,11,57,Yes
624,14/10/2024,Basic,199,23.1,8,3,17,38,No
625,08/05/2024,Basic,199,23.7,3,3,19,38,No
626,30/09/2024,Basic,199,20.8,2,4,15,52,No
627,24/08/2023,Premium,699,7,5,3,33,38,Yes
628,31/05/2024,Standard,399,3.7,0,1,25,33,No
629,06/09/2024,Premium,699,20.7,1,1,27,30,No
630,09/09/2024,Basic,199,12.8,1,0,35,30,No
631,14/02/2023,Premium,699,22.5,6,4,1,26,Yes
632,14/12/2024,Premium,699,11,7,3,34,22,Yes
633,27/03/2023,Premium,699,10.9,4,3,7,49,Yes
634,08/01/2023,Standard,399,10.5,3,0,35,45,No
635,20/11/2023,Premium,699,3.4,0,3,34,41,Yes
636,02/07/2024,Standard,399,3.1,6,5,24,37,Yes
637,24/07/2024,Standard,399,15.5,6,1,24,26,No
638,14/08/2024,Standard,399,9.6,8,3,12,16,No
639,17/12/2024,Standard,399,18.5,1,5,26,14,No
640,14/12/2024,Basic,199,5.8,6,2,7,51,Yes
641,06/09/2024,Premium,699,4.4,0,0,4,52,Yes
642,29/01/2024,Standard,399,2.1,3,2,6,5,No
643,11/01/2023,Standard,399,7.5,0,1,34,40,No
644,26/08/2023,Basic,199,7.5,0,4,34,32,Yes
645,11/06/2023,Premium,699,17,5,1,11,41,Yes
646,25/07/2023,Basic,199,19.6,5,5,18,25,Yes
647,26/07/2024,Premium,699,18.6,1,0,1,35,Yes
648,10/04/2024,Premium,699,9,4,1,23,38,No
649,30/05/2024,Standard,399,6.9,6,4,1,6,No
650,11/08/2024,Standard,399,23.7,8,2,22,56,Yes
651,14/04/2024,Standard,399,24.2,7,1,29,48,Yes
652,27/01/2024,Premium,699,22.5,0,3,30,7,Yes
653,12/06/2024,Premium,699,17.1,3,2,15,26,No
654,20/11/2024,Premium,699,17.7,4,1,1,18,Yes
655,10/08/2024,Premium,699,2.4,2,3,22,20,Yes
656,05/09/2023,Standard,399,23.7,3,3,12,47,Yes
657,20/04/2023,Standard,399,6.1,3,4,14,22,Yes
658,08/07/2024,Basic,199,17.1,7,4,6,0,No
659,11/08/2024,Basic,199,9.6,5,3,31,57,No
660,13/08/2024,Standard,399,5,8,2,32,25,Yes
661,29/05/2024,Basic,199,13.4,6,3,4,60,Yes
662,16/04/2024,Standard,399,21.6,2,3,26,7,No
663,06/01/2024,Standard,399,0.8,3,3,1,37,Yes
664,19/09/2024,Premium,699,5.1,4,1,17,17,No
665,17/01/2024,Standard,399,5,6,1,24,26,No
666,03/12/2024,Standard,399,7.4,2,4,26,8,No
667,20/07/2023,Basic,199,18.2,3,4,7,27,No
668,07/10/2024,Basic,199,12.1,0,1,10,26,No
669,04/08/2024,Premium,699,18.2,7,2,35,16,No
670,02/05/2024,Basic,199,2.9,2,0,26,13,No
671,24/07/2024,Premium,699,11.5,5,2,7,23,Yes
672,12/09/2024,Standard,399,1,1,2,23,55,Yes
673,14/05/2024,Basic,199,4.8,4,2,35,20,Yes
674,29/05/2023,Premium,699,22.3,6,4,29,18,Yes
675,22/08/2023,Basic,199,10.8,6,0,22,5,Yes
676,31/03/2024,Standard,399,16.5,4,4,21,41,Yes
677,09/05/2023,Standard,399,24.2,6,1,34,11,No
678,08/04/2023,Premium,699,16.7,1,1,16,10,No
679,27/03/2023,Basic,199,13.9,0,3,31,33,No
680,13/11/2023,Basic,199,15.6,1,5,17,59,No
681,24/06/2023,Basic,199,18.6,7,5,16,8,Yes
682,07/07/2024,Basic,199,16.8,5,3,3,29,No
683,08/10/2024,Standard,399,11.4,8,1,36,37,No
684,06/07/2024,Premium,699,13.3,8,2,28,58,Yes
685,11/01/2023,Basic,199,11.3,5,3,6,16,Yes
686,09/01/2023,Basic,199,20.5,2,2,34,18,No
687,27/10/2023,Premium,699,23.7,7,2,32,0,No
688,28/07/2024,Premium,699,20,8,2,15,12,Yes
689,08/03/2024,Standard,399,6.6,6,3,26,14,Yes
690,03/10/2023,Premium,699,13.2,4,2,16,41,Yes
691,11/04/2024,Standard,399,21.4,2,1,13,18,No
692,20/02/2023,Premium,699,7.2,7,1,29,20,Yes
693,24/03/2024,Premium,699,5.1,1,2,2,17,Yes
694,06/03/2024,Premium,699,6.2,2,0,1,31,Yes
695,24/03/2023,Standard,399,25,7,5,32,50,Yes
696,16/07/2023,Basic,199,7,6,0,4,34,Yes
697,29/03/2024,Standard,399,20.8,1,5,25,15,No
698,29/04/2024,Basic,199,5.4,1,4,3,42,No
699,16/07/2024,Standard,399,23.4,2,5,20,46,Yes
700,13/11/2024,Premium,699,6.7,4,1,8,23,No
701,10/10/2023,Basic,199,6.3,6,2,8,0,Yes
702,08/12/2024,Premium,699,10.2,3,0,8,2,No
703,03/12/2024,Standard,399,9.6,1,1,10,10,No
704,19/12/2024,Premium,699,23.3,0,0,22,22,No
705,22/12/2023,Premium,699,3.6,3,2,7,35,Yes
706,10/02/2023,Standard,399,1,6,2,13,46,Yes
707,11/07/2023,Standard,399,14.2,8,5,29,31,Yes
708,21/07/2024,Premium,699,8.4,7,2,23,55,No
709,11/01/2024,Basic,199,13.5,7,2,5,52,Yes
710,20/01/2023,Standard,399,19.5,8,3,1,46,Yes
711,05/07/2024,Premium,699,19.5,3,2,24,46,Yes
712,27/11/2023,Standard,399,13.3,7,4,13,9,No
713,13/05/2023,Standard,399,3.2,8,5,21,4,Yes
714,19/10/2024,Basic,199,5.5,7,1,3,6,Yes
715,14/03/2023,Standard,399,13.4,4,0,32,23,Yes
716,05/01/2024,Basic,199,16.6,1,3,14,51,No
717,14/03/2023,Premium,699,20.6,0,4,27,17,No
718,28/06/2024,Standard,399,23.6,8,0,5,6,No
719,25/07/2024,Standard,399,5.2,3,4,13,40,No
720,14/04/2024,Premium,699,10.7,1,5,36,36,Yes
721,12/12/2023,Premium,699,22.1,2,1,28,35,No
722,29/11/2023,Premium,699,13.6,7,2,11,57,Yes
723,30/07/2024,Standard,399,19.2,6,5,27,20,No
724,08/04/2024,Premium,699,9.7,8,5,14,16,Yes
725,19/05/2023,Standard,399,0.5,0,2,26,38,Yes
726,07/12/2024,Standard,399,7.9,3,1,1,54,Yes
727,09/06/2023,Standard,399,13,2,0,36,2,No
728,05/04/2023,Basic,199,9.5,3,1,17,16,No
729,09/05/2024,Premium,699,14.4,3,5,26,4,No
730,13/08/2024,Basic,199,20.7,1,4,32,41,Yes
731,02/03/2024,Standard,399,19.6,5,2,6,56,No
732,25/02/2023,Basic,199,18.8,0,5,15,49,No
733,15/12/2024,Standard,399,1.5,8,4,34,9,Yes
734,31/05/2024,Basic,199,1.7,6,3,10,48,Yes
735,02/05/2024,Basic,199,11.1,6,1,15,8,No
736,15/12/2024,Premium,699,13.9,4,0,4,25,No
737,20/07/2023,Basic,199,12.3,3,3,9,25,No
738,02/12/2024,Premium,699,6.5,1,2,34,49,Yes
739,25/11/2023,Premium,699,3.3,6,3,6,23,Yes
740,28/03/2024,Standard,399,19.4,2,2,2,39,No
741,29/03/2023,Premium,699,11.3,3,1,10,43,No
742,24/04/2023,Basic,199,6.5,2,2,4,0,Yes
743,28/07/2023,Standard,399,12,5,1,29,47,No
744,25/05/2023,Premium,699,18.9,8,3,34,39,Yes
745,18/10/2023,Premium,699,9.7,8,0,2,16,Yes
746,09/11/2024,Basic,199,1.8,0,0,18,24,No
747,31/01/2024,Premium,699,21.7,0,2,24,55,No
748,28/06/2024,Basic,199,13,1,2,25,31,No
749,10/02/2023,Basic,199,5.4,7,4,12,59,Yes
750,22/12/2023,Basic,199,8,7,3,34,47,Yes
751,05/03/2023,Premium,699,9.2,4,1,23,32,Yes
752,05/06/2023,Premium,699,22,0,4,17,60,Yes
753,25/11/2024,Standard,399,16.6,1,5,26,24,Yes
754,04/12/2023,Premium,699,10.7,2,3,15,19,No
755,27/07/2023,Standard,399,3.7,2,4,35,34,Yes
756,29/05/2023,Basic,199,17.4,8,1,20,27,No
757,08/07/2023,Premium,699,8.3,8,4,11,60,Yes
758,14/10/2024,Standard,399,18.3,5,3,10,26,Yes
759,18/09/2024,Premium,699,4.2,3,0,18,8,Yes
760,27/01/2023,Premium,699,15.3,3,4,18,14,Yes
761,25/04/2024,Standard,399,17.4,7,1,6,32,No
762,17/07/2023,Premium,699,5,6,3,24,30,Yes
763,18/11/2024,Basic,199,10.5,0,2,3,60,Yes
764,13/04/2024,Basic,199,2.1,7,4,14,31,Yes
765,17/11/2023,Basic,199,10.4,0,4,28,47,No
766,13/02/2023,Standard,399,13.4,0,4,35,6,No
767,07/10/2024,Basic,199,13.7,0,4,34,24,Yes
768,17/04/2024,Basic,199,7.6,6,2,13,49,No
769,19/04/2024,Basic,199,7.7,0,5,28,33,No
770,13/12/2024,Premium,699,2.7,8,0,29,11,No
771,27/08/2024,Premium,699,10.1,5,3,9,1,Yes
772,29/12/2024,Premium,699,22.1,1,2,13,20,No
773,25/12/2024,Basic,199,2.7,7,5,8,23,Yes
774,24/06/2023,Standard,399,15.5,2,3,33,35,Yes
775,05/03/2024,Standard,399,4.5,2,1,10,49,No
776,15/05/2023,Standard,399,18.4,7,2,20,40,Yes
777,25/05/2024,Basic,199,15.8,4,0,1,29,Yes
778,02/05/2024,Premium,699,15.4,7,1,1,13,No
779,26/09/2024,Standard,399,11.3,0,1,27,56,No
780,30/10/2024,Premium,699,20.6,3,0,36,11,No
781,02/11/2023,Standard,399,4.1,0,5,3,36,Yes
782,17/09/2024,Standard,399,1.7,6,1,6,10,No
783,06/02/2023,Premium,699,4.8,7,5,36,37,Yes
784,17/07/2024,Basic,199,8.4,6,0,20,48,Yes
785,23/06/2024,Basic,199,12,1,5,19,55,Yes
786,06/10/2024,Standard,399,5.6,3,4,34,3,Yes
787,23/09/2023,Premium,699,12.3,4,3,6,38,No
788,19/05/2024,Premium,699,23.2,7,4,23,46,Yes
789,02/10/2024,Basic,199,17.9,3,0,15,7,Yes
790,27/07/2024,Basic,199,20.1,6,3,14,2,Yes
791,11/03/2023,Premium,699,0.8,3,5,14,18,Yes
792,16/12/2023,Standard,399,12.9,5,0,20,7,No
793,19/11/2024,Standard,399,20.9,3,2,2,53,Yes
794,03/07/2024,Standard,399,20,2,3,31,9,No
795,03/11/2023,Standard,399,19.7,6,5,30,3,No
796,29/12/2023,Premium,699,14.1,0,1,21,36,No
797,19/06/2023,Basic,199,7.4,0,2,10,24,No
798,27/12/2024,Premium,699,5.1,1,2,25,45,No
799,06/11/2023,Basic,199,10.6,7,1,18,23,Yes
800,26/07/2023,Basic,199,7.9,1,2,34,50,Yes
801,10/05/2024,Basic,199,12.9,7,4,29,9,Yes
802,12/06/2024,Premium,699,8.1,5,1,34,49,No
803,18/06/2024,Premium,699,5.5,0,3,9,24,No
804,31/03/2023,Basic,199,8.1,0,5,1,54,Yes
805,16/11/2023,Standard,399,22.3,1,4,30,49,No
806,11/10/2023,Basic,199,16.2,3,2,20,12,Yes
807,28/04/2023,Premium,699,19.4,1,2,21,9,Yes
808,05/10/2023,Basic,199,13.1,3,4,36,22,Yes
809,13/12/2023,Basic,199,14.6,2,0,19,19,No
810,19/04/2023,Premium,699,1.7,0,3,29,57,Yes
811,29/08/2024,Standard,399,2.6,6,1,4,45,Yes
812,17/11/2024,Premium,699,15.6,4,2,29,52,Yes
813,16/12/2024,Premium,699,24.4,7,4,6,8,Yes
814,28/05/2023,Standard,399,11.7,7,3,7,14,No
815,05/12/2023,Premium,699,22.9,6,1,17,44,No
816,17/04/2024,Standard,399,12.4,1,3,30,7,No
817,20/04/2023,Basic,199,19.3,2,4,19,6,No
818,28/02/2024,Standard,399,16.4,4,4,36,29,Yes
819,11/12/2024,Basic,199,13.9,7,3,16,4,Yes
820,11/12/2024,Premium,699,19.7,6,4,28,50,Yes
821,13/05/2024,Basic,199,16.7,1,5,12,59,No
822,20/02/2024,Basic,199,8.5,1,3,30,11,Yes
823,04/03/2023,Basic,199,17.3,6,2,7,31,Yes
824,28/06/2024,Basic,199,20.5,0,1,14,42,Yes
825,21/11/2023,Standard,399,15.6,7,1,25,13,No
826,02/04/2023,Standard,399,23,6,5,20,58,Yes
827,29/10/2023,Premium,699,15.5,8,3,1,54,Yes
828,03/01/2024,Basic,199,22.6,0,0,24,45,No
829,02/10/2024,Basic,199,21.7,3,3,19,44,Yes
830,01/05/2024,Standard,399,10.4,6,4,25,13,No
831,17/11/2024,Basic,199,14.1,5,3,13,9,Yes
832,04/11/2024,Basic,199,0.8,0,1,9,46,No
833,10/09/2024,Standard,399,2.6,6,3,9,57,Yes
834,30/12/2023,Standard,399,11.6,6,4,12,52,Yes
835,31/08/2023,Basic,199,10.9,0,4,12,31,No
836,08/02/2023,Premium,699,7.1,8,4,33,23,Yes
837,23/03/2023,Premium,699,17.8,1,4,31,30,No
838,16/09/2024,Basic,199,24.6,4,3,34,33,Yes
839,16/08/2024,Basic,199,12.1,1,5,16,40,Yes
840,25/04/2024,Standard,399,22.6,8,0,4,30,Yes
841,03/09/2024,Premium,699,10.8,4,2,22,10,Yes
842,23/06/2023,Premium,699,18.3,4,0,20,40,Yes
843,11/05/2024,Premium,699,16.6,4,5,4,39,Yes
844,09/10/2023,Basic,199,12.9,4,2,9,8,No
845,02/04/2024,Standard,399,18.7,2,4,1,47,Yes
846,03/02/2023,Standard,399,6.9,3,3,12,11,No
847,28/01/2024,Standard,399,24.2,2,3,6,48,No
848,20/12/2023,Basic,199,18.3,2,1,29,36,No
849,02/05/2024,Basic,199,19,1,0,17,10,No
850,04/02/2024,Standard,399,18.8,8,1,31,24,No
851,04/04/2024,Standard,399,4.1,6,0,17,18,No
852,29/12/2023,Standard,399,24.1,0,0,21,58,No
853,05/02/2024,Standard,399,8.7,4,0,18,16,No
854,04/07/2023,Standard,399,18.5,3,4,16,21,No
855,21/06/2024,Standard,399,0.8,0,0,36,0,No
856,26/09/2024,Basic,199,9.1,4,2,29,12,Yes
857,03/05/2023,Basic,199,23.5,3,4,4,40,Yes
858,29/10/2023,Basic,199,9.7,2,0,9,44,Yes
859,28/11/2023,Standard,399,16.2,4,3,5,44,No
860,03/03/2023,Standard,399,19.6,4,0,11,24,Yes
861,07/02/2024,Standard,399,4.9,1,3,17,59,Yes
862,19/04/2023,Basic,199,3.2,8,3,32,13,Yes
863,01/04/2024,Standard,399,3,1,0,17,36,No
864,05/06/2023,Basic,199,4.1,0,0,32,42,Yes
865,17/05/2024,Premium,699,22.7,0,4,22,45,No
866,06/12/2024,Standard,399,10.4,1,4,28,14,Yes
867,26/02/2023,Standard,399,14.4,5,2,8,43,Yes
868,24/10/2023,Premium,699,9.5,5,0,6,53,Yes
869,13/12/2024,Premium,699,4.8,0,3,13,42,Yes
870,24/03/2024,Standard,399,16,5,3,7,5,No
871,02/09/2023,Premium,699,3.9,3,0,13,46,No
872,05/04/2024,Standard,399,2,8,5,25,19,Yes
873,05/08/2023,Basic,199,8.8,5,5,3,2,Yes
874,15/03/2023,Premium,699,11.7,8,1,34,47,No
875,16/02/2023,Basic,199,12.5,0,3,10,58,No
876,12/04/2024,Basic,199,0.9,0,2,9,52,Yes
877,22/09/2024,Premium,699,21,1,0,11,7,No
878,25/11/2024,Basic,199,20.2,6,2,5,51,No
879,07/08/2023,Standard,399,3.5,8,1,21,20,No
880,22/06/2023,Basic,199,8.7,1,2,12,9,No
881,17/05/2023,Premium,699,14.1,7,1,24,59,No
882,03/07/2023,Basic,199,19.6,0,3,25,5,Yes
883,17/10/2024,Basic,199,10.7,7,5,19,8,Yes
884,02/09/2024,Standard,399,11.5,3,1,34,39,No
885,23/12/2023,Basic,199,15.5,1,5,32,52,No
886,25/09/2024,Standard,399,14.2,3,0,1,33,No
887,24/02/2023,Standard,399,12.9,7,5,35,42,Yes
888,14/02/2023,Basic,199,20,7,3,8,11,Yes
889,09/04/2024,Basic,199,7.5,6,2,24,21,Yes
890,11/05/2024,Basic,199,18.6,8,1,7,10,No
891,30/11/2023,Premium,699,2.2,3,5,8,28,Yes
892,22/08/2023,Standard,399,18.8,5,1,13,49,Yes
893,27/04/2024,Basic,199,18.6,3,3,16,57,Yes
894,10/04/2024,Premium,699,1.8,6,1,32,13,No
895,04/10/2023,Basic,199,9.7,7,5,25,12,No
896,21/04/2024,Basic,199,3.6,0,2,22,8,Yes
897,10/06/2023,Standard,399,4.7,5,1,27,56,Yes
898,18/06/2024,Premium,699,14.7,8,1,11,5,No
899,10/09/2023,Standard,399,15,7,2,14,0,No
900,10/08/2024,Basic,199,11.1,3,4,21,60,Yes
901,04/02/2023,Basic,199,24.5,0,3,27,46,No
902,25/07/2024,Standard,399,10.2,1,3,34,31,Yes
903,03/04/2023,Basic,199,23.8,2,2,27,18,Yes
904,20/08/2024,Basic,199,16.9,2,5,31,29,No
905,15/01/2024,Basic,199,11.9,2,5,30,25,Yes
906,08/12/2024,Premium,699,17.7,0,5,30,4,No
907,09/07/2024,Standard,399,1.3,6,2,34,44,Yes
908,26/02/2023,Premium,699,19.8,1,4,14,56,Yes
909,11/02/2023,Premium,699,22.3,1,3,24,23,Yes
910,29/07/2023,Standard,399,4.8,8,5,24,4,Yes
911,17/08/2024,Basic,199,6.3,1,5,22,30,No
912,30/05/2024,Premium,699,19,3,2,14,22,No
913,28/05/2024,Premium,699,7.3,1,2,28,22,Yes
914,27/10/2023,Premium,699,12,8,5,8,52,Yes
915,31/03/2023,Standard,399,20.1,1,1,24,57,No
916,25/04/2023,Basic,199,22.5,4,0,26,6,Yes
917,28/10/2023,Premium,699,12.7,3,4,10,60,No
918,22/10/2024,Standard,399,23.3,7,2,35,26,Yes
919,22/10/2024,Basic,199,5.1,0,1,19,53,No
920,26/06/2024,Standard,399,14.7,5,3,27,37,Yes
921,21/08/2023,Premium,699,11.7,2,2,29,10,No
922,20/06/2023,Standard,399,24.3,0,1,24,22,Yes
923,10/12/2024,Premium,699,17.9,4,1,11,11,No
924,27/03/2024,Premium,699,4.5,1,0,10,20,No
925,19/12/2023,Standard,399,5,8,5,24,2,No
926,26/01/2023,Basic,199,11.5,2,4,24,19,Yes
927,13/07/2024,Standard,399,19.3,7,2,32,9,Yes
